0.6, 0.4, 42.88884, -0.0126606
0.6, 0.2, 42.96976, -0.0142625
0.1, 0.1, 42.59868, -0.0252314
1, 0.8, 42.67718, -0.0203232
0.4, 0.8, 43.06686, -0.0116177
0.9, 1, 42.9572, -0.0092525
0, 0.2, 42.64642, -0.0312008
0.4, 0.9, 42.7987, -0.014979
0.2, 0, 42.68396, -0.026525
0.1, 0.7, 42.50048, -0.0324256
0.9, 0.4, 43.0004, -0.0133907
0.9, 0.1, 42.95314, -0.0136193
0.9, 0.7, 43.22354, -0.0116451
0.4, 1, 42.9662, -0.0150862
0.9, 0.6, 43.04484, -0.0099666
0, 0.5, 42.72248, -0.0271692
1, 0, 42.84516, -0.0167344
0.3, 0.8, 42.66136, -0.0224776
0.1, 1, 42.37636, -0.0360244
0.5, 0, 43.15136, -0.0151916
0.2, 0.8, 42.54792, -0.0227119
0.7, 0.9, 43.13408, -0.0091581
0.2, 0.6, 42.90306, -0.0176372
0.3, 1, 42.85916, -0.0133702
0.7, 0.8, 42.87618, -0.0108705
0, 0.3, 42.66662, -0.0286344
0.6, 0.6, 43.0155, -0.0119716
0.6, 0.5, 42.9685, -0.0149797
0.4, 0.6, 42.83006, -0.0141792
0.2, 0.2, 42.73082, -0.0216275
0.8, 1, 42.88412, -0.0112803
0.9, 0, 42.85604, -0.0178525
0.6, 0, 43.06128, -0.0132825
0.5, 0.9, 42.88922, -0.0142855
1, 0.5, 42.63688, -0.0219318
0.4, 0.4, 42.95886, -0.0165953
0.9, 0.2, 42.84428, -0.0177261
0.6, 0.7, 43.049, -0.0111101
0.5, 0.8, 42.80656, -0.0146233
0.8, 0.5, 43.20752, -0.0123254
0.7, 0.1, 42.8669, -0.0152656
0.1, 0.4, 42.7097, -0.0213932
0.1, 0.2, 42.85612, -0.0192164
0.7, 1, 42.8762, -0.0126755
0.2, 0.9, 42.79442, -0.0213275
0.2, 0.1, 42.81464, -0.0218968
0.3, 0.9, 42.68334, -0.0214159
0.1, 0, 42.79626, -0.0218366
0.4, 0.2, 43.14294, -0.0157283
0.4, 0.5, 42.75342, -0.0154673
0.1, 0.8, 42.42196, -0.0346381
0.8, 0.3, 42.8898, -0.0195536
0.7, 0.3, 42.89878, -0.0157616
0.9, 0.9, 43.23124, -0.0108485
1, 1, 42.79106, -0.0176839
0.8, 0.6, 43.01436, -0.0145011
0, 0.7, 42.57896, -0.024979
0.7, 0.7, 43.00568, -0.0140349
1, 0.3, 42.8207, -0.0184104
0.4, 0.7, 42.75742, -0.0170948
0.5, 0.3, 43.05462, -0.0126904
0, 1, 42.5162, -0.0267874
0.8, 0.9, 42.73808, -0.0117767
0, 0.1, 42.61364, -0.0286517
0.7, 0, 43.08542, -0.0154059
1, 0.2, 42.80958, -0.0176908
0.6, 0.1, 42.92656, -0.0178755
0.3, 0.7, 42.82162, -0.0198306
0.3, 0.6, 42.65444, -0.0188403
0.1, 0.6, 42.73832, -0.0248641
0.8, 0.4, 43.08596, -0.0117629
0.3, 0, 42.82638, -0.0181325
1, 0.6, 42.91868, -0.0151461
0.5, 0.2, 42.84068, -0.0163304
0.8, 0.8, 42.96088, -0.0129608
0.2, 1, 42.7693, -0.0193055
0.3, 0.3, 42.65146, -0.018776
0.3, 0.4, 42.89234, -0.0208661
0.7, 0.2, 43.04088, -0.0102227
0, 0.9, 42.18036, -0.0412591
0.7, 0.4, 42.91314, -0.0159422
0.4, 0.1, 43.0074, -0.0206033
0.1, 0.5, 42.83658, -0.0210547
0.5, 0.5, 42.84462, -0.0158336
0.7, 0.5, 43.06146, -0.0123813
0, 0.8, 42.2857, -0.0337732
0.5, 0.7, 42.97264, -0.0137321
0.8, 0, 43.02676, -0.0165719
0.9, 0.8, 42.90656, -0.0182141
0.4, 0, 42.85644, -0.0184214
0.8, 0.1, 42.99974, -0.0130118
1, 0.1, 42.77084, -0.0231028
0.6, 0.9, 43.1387, -0.0101075
0.6, 1, 42.96946, -0.012036
0.6, 0.3, 42.7281, -0.0177054
0.5, 1, 42.75112, -0.0156335
0.2, 0.7, 43.00002, -0.014824
0, 0, 42.44642, -0.0312228
0.1, 0.9, 42.79992, -0.0182771
0.2, 0.5, 42.87462, -0.0156327
0.4, 0.3, 43.01886, -0.015871
0.3, 0.5, 42.9477, -0.0187017
0.6, 0.8, 43.00242, -0.0135601
0.7, 0.6, 42.86996, -0.0130026
0.1, 0.3, 42.8032, -0.0175655
0.8, 0.7, 42.98496, -0.01346
1, 0.4, 42.86432, -0.0168664
0.5, 0.6, 43.00086, -0.0178204
0.8, 0.2, 42.96898, -0.0172538
0.2, 0.4, 42.75566, -0.0156728
0.5, 0.4, 42.7362, -0.0176407
0, 0.4, 42.6378, -0.0284227
0.3, 0.2, 43.01668, -0.0143585
0.9, 0.3, 42.88112, -0.0168247
1, 0.7, 42.96136, -0.0115683
0, 0.6, 42.7932, -0.0300979
0.3, 0.1, 43.05416, -0.0160651
0.2, 0.3, 42.75766, -0.0217251
0.5, 0.1, 42.82106, -0.0180898
1, 0.9, 42.61896, -0.0230011
0.9, 0.5, 43.08596, -0.0133346
