0 33.22552 0.01833273507991112 0.05517666865683702 0.39015796570532696 -0.44896449999999993 0.000614863469995327 0.05517666865683702 0.44219346052174835
1000 38.4153 0.021961269246989747 0.05716802744476744 0.40423899873253716 -0.22733790000000006 0.0006073116923233515 0.05716802744476744 0.451628092327967
2000 39.18312000000001 0.017035919795106658 0.04347770109962314 0.30743377277945333 -0.20170319999999997 0.00047714387852756354 0.04347770109962314 0.36702377513912754
3000 39.71622000000001 0.01951993831539263 0.04914853003481355 0.34753258872967363 -0.14202030000000002 0.0005021839123635232 0.04914853003481355 0.40351983101165306
4000 40.29111999999999 0.019683467423091832 0.04885311558252001 0.3454436931049009 -0.10407549999999999 0.0005146004443711048 0.04885311558252001 0.4045984467606964
5000 40.50492 0.02301718683497001 0.056825656821368885 0.40181807283769533 -0.11188460000000001 0.0005861612030136141 0.056825656821368885 0.46244116300585514
6000 40.886399999999995 0.017885166582211974 0.04374355918401223 0.30931367332250126 -0.10671599999999998 0.0004228178794512756 0.04374355918401223 0.3387603521112088
7000 40.99558000000001 0.025817603391832457 0.06297655354999844 0.4453114807096164 -0.10107589999999998 0.0006101592246190785 0.06297655354999844 0.45841163819913894
8000 40.85011999999999 0.020478752353578197 0.05013143744394925 0.3544827936724572 -0.10135999999999998 0.0005321607858916479 0.05013143744394925 0.39714516872570116
9000 41.0219 0.020086186745103846 0.048964545145651094 0.34623161910204736 -0.08904110000000003 0.0005026116139623078 0.048964545145651094 0.4104139621637569
10000 41.42712 0.024336981853021192 0.058746497108708474 0.41540046476523673 -0.0697179 0.0005710334721594966 0.058746497108708474 0.44444208937122576
11000 41.345420000000004 0.026968085295211358 0.0652262942188309 0.4612195495380423 -0.07226570000000002 0.0006072632655393124 0.0652262942188309 0.5006979011285975
12000 41.6166 0.024403512627722813 0.058638890797717294 0.41463957324323336 -0.06612950000000001 0.0005698622327244667 0.058638890797717294 0.44095192702185537
13000 41.66563999999998 0.020767807898234226 0.04984396711111178 0.3524500714550639 -0.07827030000000003 0.0005809745579100479 0.04984396711111178 0.4401483638826036
14000 41.79915999999999 0.022149535582729758 0.05299038445444779 0.3746986018542225 -0.07406129999999998 0.0006046890887734229 0.05299038445444779 0.4479621112380577
15000 41.53009999999999 0.020636944284165588 0.049691535257958906 0.35137221548473163 -0.08184129999999999 0.0005070455401597753 0.049691535257958906 0.3869846491899646
16000 41.3097 0.022462072341561688 0.054374813522155056 0.38448799367269826 -0.0788066 0.0005417436407055443 0.054374813522155056 0.4244663561877801
17000 41.2129 0.0221914903712653 0.05384598116430851 0.3807485842092566 -0.07008719999999997 0.0005431256884639023 0.05384598116430851 0.40708845314591535
