1000 -11.206063347072112
2000 -4.903711046315335
3000 -5.6459142610940765
4000 -6.414343764157705
5000 -4.633807976325326
6000 -3.9022772160791033
7000 -3.287486406718783
8000 -3.2837231270942437
9000 -3.0269345386886375
10000 -2.986100389770734
11000 -2.7708028379676355
12000 -2.405954888651832
13000 -2.4218254364232497
14000 -2.448156096511447
15000 -1.9482988768325415
16000 -2.2500027195304924
17000 -2.0026305157697606
18000 -2.385609395446119
19000 -2.674336990520644
20000 -1.795102018107601
21000 -1.894785089911453
22000 -2.2789286314938937
23000 -2.484227766611409
24000 -1.4410202421496154
25000 -2.001772852289425
26000 -1.8437797234871203
27000 -1.7466634401795553
28000 -1.7210379788434438
29000 -1.616564923107105
30000 -1.6550712744023532
31000 -1.3244576627704978
32000 -1.6214093954155124
33000 -1.8233941782298966
34000 -1.4334824455493682
35000 -1.635744623940905
36000 -1.5023481137622978
37000 -1.460182267308418
38000 -1.5332234917185308
39000 -1.149970884922246
40000 -1.8695957436511044
41000 -1.4661903205356406
42000 -1.6431243803077267
43000 -1.5570587781277407
44000 -1.8807128612578414
45000 -1.413524378265766
46000 -1.3180876245933788
47000 -1.0970649865620654
48000 -1.289864228754887
49000 -1.3871802909826911
50000 -1.1644198072142873
51000 -1.6381050303930986
52000 -1.4551579515283835
53000 -1.0441437547280221
54000 -1.2352846734206815
55000 -1.2601432411879578
56000 -1.1564790432296093
57000 -1.1364129850876157
58000 -0.9251232133802048
59000 -1.1922228074493109
60000 -1.1483167366260056
61000 -1.295485987604397
62000 -1.2835008857015142
63000 -1.2941358545006705
64000 -1.2238083496461907
65000 -1.2889585760790505
66000 -0.9785393186481334
67000 -1.388368190135767
68000 -0.7998500272359046
69000 -0.9993864755311452
70000 -0.9873559926448409
71000 -0.8406930321770208
72000 -1.1761256002337481
73000 -1.0378339667663825
74000 -0.894449328977518
75000 -0.8423170852769513
76000 -1.1819068717773713
77000 -0.892630270538513
78000 -1.1202678593144486
79000 -0.9557510898411192
80000 -1.3284079664478936
81000 -1.2482486992807547
82000 -1.147819740813192
83000 -1.0666164085167342
84000 -0.8935429520189387
85000 -1.3306829834789575
86000 -0.7903869016091266
87000 -0.9134367868720392
88000 -1.231103553727022
89000 -0.9800557407035961
90000 -0.913292594847354
91000 -1.0047839098746272
92000 -1.1070819067309
93000 -0.9894485203184143
94000 -0.7935033079454408
95000 -1.0825145011119643
96000 -1.0792810644300848
97000 -1.163554620226421
98000 -0.9676648824468325
99000 -0.9365091621511169
100000 -0.8858957062407191
101000 -0.8120759530663451
102000 -1.3156575411991025
103000 -0.8484256765855209
104000 -0.8677320095843902
105000 -1.0010279172443193
106000 -0.8232716643321686
107000 -0.9348711764746483
108000 -0.9033394468176358
109000 -0.9040833786246262
110000 -0.9879826786450596
111000 -0.7677414292284558
112000 -0.9563303036531081
113000 -0.8262593109560612
114000 -0.7836198076689055
115000 -0.7669893895883593
116000 -0.9623984819373294
117000 -0.9605472584716568
118000 -1.2251673170752886
119000 -0.7348319796420238
120000 -0.8996529996123379
121000 -0.8462744127050751
122000 -0.6796410252508668
123000 -0.7462075655131136
124000 -0.8335401398038044
125000 -0.9624960706872473
126000 -0.7442307962173393
127000 -0.9713648371259191
128000 -0.8082547527206695
129000 -0.7205239522737076
130000 -0.6981240092622891
131000 -0.7046893857157928
132000 -0.9513284531902716
133000 -0.8449871708903491
134000 -0.6974152972249741
135000 -0.7641036436053887
136000 -0.9423126615716018
137000 -0.8181922658103571
138000 -0.8078392586789758
139000 -0.7715992508751278
140000 -0.8677921019134356
141000 -0.7711037256996197
142000 -0.6607924655675074
143000 -0.8058493755352474
144000 -0.739209713107405
145000 -0.7249187460294338
146000 -1.1083245944902216
147000 -0.8263889190979407
148000 -0.8507610206854707
149000 -0.6158892736579287
150000 -0.8886946083391892
151000 -0.7757021395366859
152000 -0.8171669484120229
153000 -0.7717138981458906
154000 -0.7964963531624725
155000 -0.6356790860221585
156000 -0.728313191379555
157000 -0.8109161444259676
158000 -1.0538124555745148
159000 -0.7353694334595058
160000 -0.7212223121873805
161000 -0.6593068809838547
162000 -0.7610511239789368
163000 -0.7774704731026331
164000 -0.7418702510762039
165000 -0.758059671458675
166000 -0.8339011558591862
167000 -0.7039271167573596
168000 -0.6774279470284164
169000 -0.652899469555473
170000 -0.7832515281049538
171000 -0.6678073894893949
172000 -0.5995837506164527
173000 -0.6647823829925595
174000 -0.7813061794610593
175000 -0.7052268958652759
176000 -0.6943817828757045
177000 -0.8760592752248482
178000 -0.5778888748148175
179000 -0.7384876607869749
180000 -0.7150720279609066
181000 -0.6362340526846103
182000 -0.6524292866590288
183000 -0.7970515218468059
184000 -0.8249933521897016
185000 -0.7446154948998496
186000 -0.6857890059803574
187000 -0.6171462000791016
188000 -0.7917267246448454
189000 -0.6595443471430397
190000 -0.6672647964782532
191000 -0.612280762944906
192000 -0.6113107033627349
193000 -0.9423732787295578
194000 -0.8251348279156443
195000 -0.6091779234087339
196000 -0.6012481706166218
197000 -0.5994883608395153
198000 -0.7335935272835709
199000 -0.6365808195871779
200000 -0.7147166411548611
