27 0 -0.17980726666666672 0.00045929521765575906
27 0.1 -0.24291426666666666 0.00042847655076774425
27 0.2 -0.2340959333333333 0.0004260778280497069
27 0.3 -0.19230306666666666 0.00043714755511533015
27 0.4 -0.22315793333333328 0.00046276529453182804
27 0.5 -0.2606970666666667 0.00048251382215583094
27 0.6 -0.19528346666666668 0.0003963579655127382
27 0.70000005 -0.2083238 0.0004958322810027135
27 0.8000001 -0.22040513333333334 0.00047686287013784143
27 0.9000001 -0.20124500000000003 0.0005005316017533176
27 1.0000001 -0.24925833333333342 0.00039453164920221867
52 0 -0.13456999999999997 0.0004549339789134992
52 0.1 -0.1317964666666667 0.0004551031420809713
52 0.2 -0.139865 0.00045574975480220227
52 0.3 -0.2032868666666667 0.0004060222440651951
52 0.4 -0.1697644 0.000538291228024199
52 0.5 -0.22038680000000002 0.00048703013135075894
52 0.6 -0.18253720000000004 0.0004607142474221711
52 0.70000005 -0.1773398666666667 0.0004468428422994885
52 0.8000001 -0.11614206666666668 0.00036933385999127433
52 0.9000001 -0.17391166666666666 0.00044364881874791175
52 1.0000001 -0.15779693333333336 0.0004614764812711908
77 0 -0.14804473333333332 0.00047418200329082277
77 0.1 -0.1314332666666667 0.0005316189835525716
77 0.2 -0.15833606666666664 0.00047807085585711525
77 0.3 -0.1412222 0.00045763539547629393
77 0.4 -0.12375779999999999 0.0003927698790239404
77 0.5 -0.12186520000000003 0.0003837167696027585
77 0.6 -0.12571040000000003 0.0004204980918634125
77 0.70000005 -0.12094959999999999 0.0004802045826302978
77 0.8000001 -0.12281126666666665 0.0005188671935429599
77 0.9000001 -0.0941746 0.0004131532072953237
77 1.0000001 -0.133311 0.00039677408080898393
102 0 -0.10168466666666666 0.0005400382030662045
102 0.1 -0.0865829333333333 0.0004642002132749781
102 0.2 -0.1116860666666667 0.0004883423457179556
102 0.3 -0.11907513333333336 0.00041539275418181926
102 0.4 -0.09468273333333334 0.0005352713655987327
102 0.5 -0.09472133333333332 0.0004652622599368468
102 0.6 -0.11037153333333334 0.00046681577996711263
102 0.70000005 -0.09502373333333335 0.0004314999587737742
102 0.8000001 -0.08864646666666669 0.0004488642195798721
102 0.9000001 -0.08498260000000002 0.0005084782087741678
102 1.0000001 -0.08310786666666667 0.0004632711724562893
127 0 -0.07327926666666663 0.0004245322386792369
127 0.1 -0.06510006666666666 0.0004456012116439924
127 0.2 -0.07207566666666666 0.000416609021862832
127 0.3 -0.07756773333333335 0.00038920791055902675
127 0.4 -0.07170273333333337 0.00042744282815116737
127 0.5 -0.08105239999999998 0.0005118307015307685
127 0.6 -0.07909619999999999 0.0004170434216124313
127 0.70000005 -0.08790360000000003 0.00038583240801522855
127 0.8000001 -0.0736244 0.00041860434823686647
127 0.9000001 -0.1044478666666667 0.00042698343640706535
127 1.0000001 -0.05591106666666667 0.00041414785270507773
152 0 -0.06647853333333333 0.00046953342171171194
152 0.1 -0.06297273333333334 0.0005059149515791092
152 0.2 -0.05473346666666668 0.0004859708095710092
152 0.3 -0.06936200000000001 0.0004720323694654098
152 0.4 -0.05813366666666666 0.0003252625975571345
152 0.5 -0.062627 0.00047304002841273965
152 0.6 -0.0814348 0.0004646953617468383
152 0.70000005 -0.08524046666666668 0.00046117398264383224
152 0.8000001 -0.0571178 0.0003938985286648754
152 0.9000001 -0.08324493333333331 0.00047196306631315835
152 1.0000001 -0.07051793333333334 0.0004283181673907922
177 0 -0.051098800000000014 0.00039803061403014635
177 0.1 -0.07348679999999998 0.0003692608779833984
177 0.2 -0.06084573333333334 0.0004567355133564695
177 0.3 -0.056267733333333333 0.00045489054715021425
177 0.4 -0.08898193333333333 0.0004624334636456576
177 0.5 -0.06272280000000001 0.0005035793367385348
177 0.6 -0.060924533333333336 0.00038226442819235023
177 0.70000005 -0.06341 0.0004087035972260185
177 0.8000001 -0.05767546666666668 0.00046166780136897316
177 0.9000001 -0.06354979999999999 0.0003985141155811928
177 1.0000001 -0.0755864 0.0005037169132632762
202 0 -0.06458833333333333 0.00042899516882510867
202 0.1 -0.04122933333333333 0.0004727051690755542
202 0.2 -0.04812246666666666 0.0004471177416750926
202 0.3 -0.04687866666666668 0.0004921283869137698
202 0.4 -0.05757840000000001 0.0005133788233223374
202 0.5 -0.05160633333333334 0.0004740033224143728
202 0.6 -0.04098673333333333 0.0004525820554508318
202 0.70000005 -0.046042 0.00038422602947139846
202 0.8000001 -0.060682399999999984 0.0004831775122036618
202 0.9000001 -0.040310466666666676 0.00042820778233540745
202 1.0000001 -0.05834200000000002 0.0004232878437180257
